height,weight
190.5,78.925008
185.42,83.007336
182.88,77.11064
190.5,87.996848
187.96,83.007336
193.04,89.811216
185.42,74.84268
185.42,81.192968
167.64,63.049288
177.8,73.028312
170.18,59.874144
177.8,74.84268
177.8,73.028312
187.96,76.203456
185.42,84.821704
187.96,86.18248
180.34,74.84268
190.5,87.996848
172.72,74.84268
177.8,73.028312
193.04,87.089664
193.04,87.996848
172.72,69.853168
187.96,79.83219199999999
182.88,78.925008
172.72,67.131616
182.88,79.83219199999999
167.64,60.781328
190.5,86.18248
175.26,74.84268
187.96,87.996848
185.42,84.821704
172.72,62.142103999999996
187.96,79.83219199999999
177.8,78.017824
198.12,92.98636
185.42,84.821704
193.04,92.079176
177.8,73.028312
193.04,84.821704
185.42,78.925008
177.8,73.028312
182.88,78.925008
170.18,67.131616
172.72,68.0388
167.64,74.84268
187.96,84.821704
180.34,72.121128
177.8,69.853168
180.34,74.84268
187.96,81.192968
175.26,68.0388
180.34,74.84268
182.88,73.028312
180.34,77.11064
193.04,87.996848
187.96,81.192968
182.88,78.925008
187.96,78.017824
190.5,84.821704
195.58,82.100152
177.8,73.935496
180.34,72.121128
182.88,76.203456
190.5,82.100152
193.04,88.904032
177.8,73.935496
203.2,97.975872
187.96,83.91452
185.42,74.84268
187.96,78.925008
193.04,86.18248
187.96,87.089664
185.42,82.100152
180.34,73.028312
185.42,73.028312
187.96,78.017824
190.5,83.91452
190.5,89.811216
170.18,64.863656
187.96,81.192968
190.5,83.007336
180.34,68.0388
170.18,59.874144
185.42,76.203456
175.26,72.121128
180.34,72.121128
182.88,78.925008
177.8,72.121128
185.42,89.811216
180.34,73.935496
185.42,86.18248
180.34,78.925008
195.58,91.171992
185.42,78.017824
185.42,86.18248
185.42,76.203456
177.8,72.121128
190.5,87.089664
187.96,82.100152
175.26,68.0388
177.8,72.121128
177.8,72.121128
177.8,74.84268
190.5,79.83219199999999
182.88,74.84268
167.64,63.956472
182.88,76.203456
170.18,68.0388
180.34,74.84268
185.42,78.017824
187.96,84.821704
180.34,76.203456
182.88,77.11064
180.34,69.853168
182.88,79.83219199999999
177.8,68.0388
185.42,79.83219199999999
187.96,82.100152
172.72,72.121128
177.8,77.11064
187.96,89.811216
180.34,73.935496
167.64,74.84268
185.42,82.100152
177.8,77.11064
185.42,77.11064
180.34,73.028312
175.26,78.017824
182.88,79.83219199999999
175.26,60.781328
172.72,64.863656
175.26,73.935496
177.8,69.853168
180.34,59.874144
172.72,72.121128
172.72,66.224432
182.88,71.213944
182.88,82.100152
177.8,68.0388
177.8,68.945984
180.34,79.83219199999999
187.96,78.925008
182.88,71.213944
187.96,88.904032
185.42,71.213944
167.64,59.874144
182.88,82.100152
177.8,74.84268
177.8,71.213944
182.88,78.925008
182.88,83.007336
177.8,73.935496
185.42,83.007336
177.8,73.028312
182.88,81.192968
187.96,87.996848
187.96,91.171992
177.8,66.224432
180.34,73.935496
185.42,82.100152
187.96,84.821704
175.26,69.853168
177.8,79.83219199999999
187.96,79.83219199999999
182.88,78.925008
193.04,84.821704
180.34,72.121128
182.88,69.853168
175.26,63.956472
187.96,72.121128
190.5,77.11064
172.72,68.945984
172.72,72.121128
185.42,81.192968
180.34,76.203456
187.96,83.007336
175.26,72.121128
185.42,76.203456
182.88,83.007336
172.72,78.017824
180.34,77.11064
175.26,71.213944
180.34,73.028312
177.8,68.945984
170.18,64.863656
180.34,78.925008
180.34,66.224432
175.26,78.017824
180.34,73.935496
170.18,66.224432
177.8,69.853168
190.5,87.996848
177.8,72.121128
190.5,74.84268
190.5,84.821704
187.96,82.100152
170.18,66.224432
182.88,69.853168
180.34,87.089664
167.64,58.96696
182.88,71.213944
187.96,73.935496
177.8,69.853168
185.42,91.171992
185.42,81.192968
187.96,78.925008
172.72,68.0388
195.58,86.18248
185.42,87.089664
180.34,78.925008
177.8,67.131616
175.26,71.213944
180.34,64.863656
182.88,68.945984
182.88,74.84268
182.88,78.017824
177.8,69.853168
170.18,68.0388
177.8,76.203456
187.96,83.007336
182.88,77.11064
193.04,79.83219199999999
180.34,77.11064
185.42,82.100152
187.96,69.853168
193.04,76.203456
193.04,83.007336
180.34,79.83219199999999
180.34,76.203456
182.88,74.84268
185.42,86.18248
187.96,79.83219199999999
180.34,73.935496
182.88,74.84268
175.26,73.935496
180.34,64.863656
193.04,84.821704
177.8,73.028312
182.88,69.853168
187.96,83.91452
172.72,63.956472
180.34,77.11064
195.58,86.18248
182.88,74.84268
182.88,74.84268
185.42,86.18248
182.88,73.935496
172.72,64.863656
177.8,79.83219199999999
177.8,76.203456
180.34,72.121128
185.42,74.84268
172.72,62.142103999999996
175.26,69.853168
185.42,79.83219199999999
182.88,81.192968
177.8,68.0388
175.26,68.0388
180.34,74.84268
193.04,89.811216
180.34,72.121128
185.42,83.91452
193.04,83.91452
190.5,76.203456
190.5,86.18248
187.96,83.007336
187.96,89.811216
182.88,82.100152
193.04,87.996848
182.88,83.007336
172.72,66.224432
185.42,79.83219199999999
175.26,76.203456
172.72,92.079176
193.04,82.100152
187.96,88.904032
172.72,72.121128
177.8,69.853168
185.42,78.925008
175.26,69.853168
185.42,81.192968
182.88,69.853168
175.26,72.121128
175.26,68.0388
175.26,74.84268
170.18,63.049288
177.8,68.0388
180.34,77.11064
177.8,68.0388
182.88,82.100152
167.64,67.131616
187.96,78.925008
180.34,77.11064
177.8,71.213944
167.64,68.945984
182.88,77.11064
187.96,78.017824
185.42,73.028312
172.72,66.224432
175.26,73.935496
187.96,82.100152
182.88,73.935496
193.04,91.171992
172.72,72.121128
182.88,81.192968
175.26,74.84268
182.88,79.83219199999999
175.26,69.853168
193.04,82.100152
177.8,76.203456
187.96,87.996848
182.88,78.925008
180.34,78.017824
175.26,76.203456
182.88,86.18248
185.42,79.83219199999999
177.8,82.100152
170.18,72.121128
187.96,69.853168
177.8,74.84268
172.72,69.853168
177.8,68.945984
177.8,71.213944
180.34,79.83219199999999
182.88,76.203456
182.88,73.935496
175.26,63.956472
175.26,68.0388
175.26,68.0388
180.34,71.213944
177.8,76.203456
190.5,83.91452
175.26,69.853168
182.88,79.83219199999999
180.34,73.028312
187.96,83.007336
182.88,69.853168
182.88,73.935496
182.88,78.925008
185.42,78.925008
180.34,76.203456
185.42,83.007336
187.96,77.11064
172.72,64.863656
175.26,69.853168
182.88,69.853168
198.12,87.996848
180.34,68.945984
182.88,79.83219199999999
175.26,68.0388
185.42,72.121128
177.8,74.84268
180.34,76.203456
187.96,83.007336
177.8,77.11064
180.34,73.935496
177.8,71.213944
182.88,73.028312
190.5,78.017824
185.42,74.84268
177.8,73.935496
165.1,73.028312
182.88,74.84268
182.88,74.84268
182.88,73.935496
177.8,68.945984
175.26,68.0388
177.8,71.213944
175.26,72.121128
180.34,73.935496
177.8,74.84268
177.8,74.84268
177.8,67.131616
172.72,69.853168
172.72,71.213944
185.42,79.83219199999999
182.88,82.100152
177.8,66.224432
182.88,77.11064
193.04,69.853168
198.12,92.079176
182.88,76.203456
190.5,82.100152
182.88,76.203456
182.88,77.11064
187.96,78.017824
187.96,78.925008
187.96,76.203456
170.18,58.059776
180.34,72.121128
182.88,79.83219199999999
177.8,72.121128
190.5,87.996848
185.42,74.84268
182.88,72.121128
190.5,92.079176
180.34,77.11064
172.72,72.121128
170.18,62.142103999999996
175.26,73.935496
177.8,74.84268
190.5,86.18248
182.88,69.853168
195.58,88.904032
175.26,74.84268
182.88,79.83219199999999
182.88,78.925008
185.42,77.11064
180.34,67.131616
185.42,73.028312
182.88,83.007336
175.26,68.945984
187.96,86.18248
193.04,89.811216
165.1,62.142103999999996
182.88,78.017824
193.04,82.100152
185.42,82.100152
182.88,74.84268
180.34,76.203456
177.8,79.83219199999999
190.5,79.83219199999999
175.26,73.935496
180.34,73.935496
177.8,69.853168
177.8,74.84268
185.42,72.121128
175.26,68.0388
180.34,76.203456
177.8,78.017824
185.42,82.100152
182.88,71.213944
182.88,82.100152
182.88,73.935496
177.8,69.853168
175.26,69.853168
185.42,77.11064
180.34,74.84268
180.34,76.203456
180.34,76.203456
195.58,87.089664
193.04,83.91452
177.8,76.203456
177.8,68.945984
180.34,79.83219199999999
182.88,73.028312
177.8,68.945984
182.88,73.028312
175.26,76.203456
180.34,69.853168
182.88,81.192968
190.5,87.996848
187.96,76.203456
175.26,69.853168
193.04,82.100152
190.5,77.11064
187.96,81.192968
180.34,76.203456
185.42,73.028312
187.96,79.83219199999999
193.04,79.83219199999999
195.58,83.91452
175.26,64.863656
193.04,110.222856
193.04,87.089664
185.42,78.925008
190.5,81.192968
182.88,86.18248
185.42,79.83219199999999
193.04,89.811216
187.96,74.84268
187.96,87.996848
185.42,79.83219199999999
185.42,69.853168
180.34,77.11064
175.26,72.121128
180.34,74.84268
185.42,79.83219199999999
187.96,78.925008
180.34,68.945984
185.42,83.91452
185.42,83.007336
190.5,82.100152
172.72,66.224432
185.42,78.925008
182.88,77.11064
182.88,83.007336
170.18,64.863656
175.26,76.203456
175.26,74.84268
185.42,74.84268
187.96,82.100152
175.26,62.142103999999996
185.42,86.18248
182.88,78.017824
170.18,68.0388
187.96,83.91452
187.96,81.192968
182.88,77.11064
185.42,79.83219199999999
190.5,91.171992
182.88,87.089664
177.8,68.945984
172.72,63.049288
180.34,78.017824
185.42,77.11064
167.64,58.059776
170.18,67.131616
175.26,69.853168
185.42,81.192968
185.42,78.017824
180.34,69.853168
182.88,77.11064
170.18,66.224432
185.42,79.83219199999999
180.34,77.11064
187.96,83.91452
193.04,78.925008
180.34,79.83219199999999
182.88,72.121128
172.72,66.224432
175.26,67.131616
175.26,78.017824
172.72,64.863656
193.04,92.079176
193.04,83.007336
180.34,73.028312
187.96,86.18248
177.8,73.935496
175.26,74.84268
187.96,79.83219199999999
175.26,74.84268
182.88,84.821704
187.96,82.100152
185.42,79.83219199999999
182.88,72.121128
175.26,74.84268
193.04,97.975872
170.18,69.853168
180.34,72.121128
177.8,74.84268
187.96,68.0388
185.42,78.925008
180.34,73.935496
182.88,83.91452
182.88,83.007336
185.42,77.11064
172.72,63.956472
187.96,81.192968
193.04,84.821704
180.34,82.100152
182.88,73.028312
198.12,92.98636
180.34,78.925008
177.8,74.84268
190.5,81.192968
193.04,92.98636
185.42,78.017824
175.26,74.84268
177.8,64.863656
185.42,76.203456
187.96,84.821704
175.26,73.935496
177.8,64.863656
170.18,68.0388
180.34,76.203456
170.18,64.863656
185.42,76.203456
185.42,83.007336
190.5,86.18248
182.88,78.017824
177.8,72.121128
180.34,73.935496
190.5,83.91452
180.34,79.83219199999999
180.34,77.11064
170.18,72.121128
175.26,69.853168
195.58,83.91452
190.5,88.904032
175.26,73.935496
170.18,59.874144
190.5,83.007336
182.88,77.11064
187.96,81.192968
180.34,74.84268
185.42,82.100152
185.42,83.91452
193.04,87.996848
182.88,78.925008
170.18,68.945984
185.42,79.83219199999999
177.8,76.203456
182.88,76.203456
185.42,79.83219199999999
182.88,83.91452
187.96,86.18248
170.18,73.028312
177.8,79.83219199999999
182.88,73.935496
182.88,76.203456
182.88,78.017824
190.5,78.925008
177.8,72.121128
193.04,84.821704
182.88,78.017824
182.88,78.017824
177.8,72.121128
182.88,74.84268
193.04,83.91452
177.8,76.203456
175.26,73.028312
177.8,68.945984
182.88,79.83219199999999
180.34,68.945984
180.34,73.028312
172.72,71.213944
177.8,77.11064
182.88,73.935496
182.88,73.935496
170.18,68.945984
175.26,69.853168
185.42,83.91452
185.42,72.121128
180.34,71.213944
182.88,79.83219199999999
193.04,84.821704
180.34,73.935496
177.8,72.121128
175.26,78.017824
182.88,79.83219199999999
165.1,68.0388
177.8,69.853168
175.26,73.935496
182.88,74.84268
177.8,78.017824
175.26,68.945984
177.8,68.0388
182.88,89.811216
175.26,69.853168
175.26,74.84268
175.26,73.028312
193.04,89.811216
175.26,72.121128
182.88,69.853168
180.34,72.121128
170.18,68.0388
185.42,78.017824
182.88,78.925008
180.34,76.203456
187.96,87.089664
170.18,73.028312
187.96,87.089664
180.34,73.935496
187.96,72.121128
185.42,73.028312
182.88,73.028312
170.18,74.84268
190.5,79.83219199999999
185.42,84.821704
182.88,79.83219199999999
175.26,63.956472
172.72,68.0388
182.88,78.017824
185.42,78.017824
175.26,68.0388
187.96,84.821704
180.34,77.11064
193.04,78.017824
175.26,73.935496
185.42,73.935496
182.88,74.84268
190.5,83.91452
175.26,76.203456
177.8,68.0388
170.18,63.956472
175.26,68.0388
185.42,82.100152
193.04,83.007336
187.96,78.925008
182.88,77.11064
185.42,82.100152
187.96,84.821704
180.34,74.84268
187.96,83.91452
187.96,79.83219199999999
177.8,68.0388
180.34,77.11064
170.18,68.0388
185.42,77.11064
185.42,79.83219199999999
185.42,91.171992
172.72,72.121128
185.42,79.83219199999999
182.88,78.017824
190.5,78.925008
182.88,78.017824
177.8,78.017824
182.88,78.017824
190.5,87.089664
180.34,77.11064
180.34,73.028312
180.34,72.121128
185.42,73.028312
172.72,66.224432
177.8,72.121128
175.26,68.945984
180.34,82.100152
180.34,73.028312
180.34,72.121128
180.34,78.017824
190.5,83.007336
187.96,74.84268
180.34,73.028312
182.88,76.203456
190.5,82.100152
177.8,82.100152
182.88,73.935496
185.42,78.017824
182.88,81.192968
187.96,76.203456
182.88,76.203456
193.04,78.017824
185.42,79.83219199999999
203.2,92.079176
175.26,68.0388
182.88,78.017824
180.34,72.121128
185.42,77.11064
182.88,69.853168
190.5,83.91452
175.26,73.028312
185.42,79.83219199999999
185.42,79.83219199999999
185.42,73.935496
187.96,82.100152
193.04,83.91452
182.88,84.821704
177.8,73.935496
175.26,78.017824
185.42,79.83219199999999
182.88,77.11064
180.34,69.853168
177.8,73.028312
185.42,86.18248
180.34,78.017824
187.96,78.017824
190.5,81.192968
195.58,87.996848
187.96,81.192968
170.18,66.224432
177.8,72.121128
177.8,68.945984
177.8,69.853168
185.42,79.83219199999999
187.96,84.821704
187.96,86.18248
193.04,84.821704
182.88,76.203456
180.34,79.83219199999999
175.26,69.853168
180.34,74.84268
187.96,79.83219199999999
185.42,74.84268
187.96,82.100152
177.8,84.821704
175.26,69.853168
187.96,79.83219199999999
180.34,81.192968
185.42,81.192968
175.26,71.213944
190.5,82.100152
170.18,69.853168
185.42,78.017824
175.26,72.121128
182.88,78.017824
177.8,69.853168
187.96,76.203456
185.42,79.83219199999999
180.34,68.0388
193.04,83.91452
172.72,73.028312
180.34,73.028312
175.26,68.945984
190.5,83.91452
180.34,81.192968
187.96,72.121128
187.96,78.925008
182.88,82.100152
177.8,73.028312
185.42,84.821704
182.88,87.089664
182.88,74.84268
182.88,74.84268
182.88,79.83219199999999
193.04,84.821704
167.64,58.059776
177.8,71.213944
172.72,72.121128
175.26,73.935496
175.26,64.863656
180.34,71.213944
170.18,60.781328
175.26,63.956472
185.42,86.18248
190.5,84.821704
177.8,76.203456
182.88,79.83219199999999
190.5,82.100152
182.88,73.935496
195.58,78.925008
193.04,82.100152
190.5,78.925008
182.88,74.84268
180.34,74.84268
190.5,83.91452
170.18,71.213944
187.96,78.017824
175.26,76.203456
172.72,68.945984
185.42,73.935496
182.88,78.017824
172.72,60.781328
193.04,92.079176
175.26,64.863656
170.18,59.874144
182.88,83.007336
185.42,76.203456
187.96,79.83219199999999
185.42,78.925008
187.96,87.089664
182.88,78.925008
190.5,86.18248
170.18,68.945984
182.88,81.192968
175.26,68.0388
177.8,63.956472
180.34,86.18248
182.88,71.213944
170.18,68.0388
165.1,62.142103999999996
182.88,74.84268
182.88,78.017824
187.96,81.192968
187.96,84.821704
185.42,81.192968
175.26,73.028312
170.18,63.956472
182.88,82.100152
172.72,67.131616
193.04,93.893544
185.42,79.83219199999999
172.72,71.213944
177.8,72.121128
175.26,73.028312
180.34,74.84268
182.88,77.11064
180.34,72.121128
182.88,78.925008
175.26,68.945984
165.1,67.131616
193.04,83.007336
185.42,74.84268
177.8,72.121128
167.64,64.863656
177.8,76.203456
187.96,79.83219199999999
190.5,74.84268
177.8,64.863656
175.26,68.945984
172.72,71.213944
182.88,76.203456
170.18,72.121128
187.96,74.84268
175.26,63.049288
185.42,84.821704
180.34,68.945984
177.8,66.224432
182.88,74.84268
175.26,73.028312
190.5,83.007336
182.88,77.11064
182.88,78.017824
172.72,72.121128
170.18,63.956472
185.42,78.925008
182.88,74.84268
182.88,81.192968
177.8,83.91452
170.18,63.049288
175.26,66.224432
172.72,63.956472
198.12,84.821704
177.8,66.224432
182.88,72.121128
185.42,82.100152
180.34,79.83219199999999
182.88,78.925008
198.12,89.811216
175.26,83.007336
170.18,77.11064
182.88,78.017824
185.42,71.213944
170.18,68.0388
175.26,71.213944
187.96,89.811216
182.88,73.935496
175.26,66.224432
177.8,73.935496
185.42,77.11064
180.34,84.821704
185.42,92.98636
190.5,88.904032
187.96,77.11064
167.64,71.213944
182.88,87.089664
190.5,92.98636
170.18,64.863656
170.18,72.121128
175.26,76.203456
187.96,84.821704
177.8,67.131616
180.34,72.121128
175.26,72.121128
185.42,69.853168
175.26,72.121128
177.8,87.996848
185.42,79.83219199999999
182.88,89.811216
175.26,76.203456
187.96,84.821704
172.72,67.131616
165.1,63.956472
180.34,66.224432
190.5,79.83219199999999
190.5,84.821704
187.96,87.996848
177.8,67.131616
185.42,82.100152
185.42,74.84268
187.96,83.91452
182.88,83.007336
187.96,83.007336
182.88,78.017824
187.96,83.007336
182.88,83.007336
182.88,82.100152
193.04,78.925008
182.88,78.017824
182.88,74.84268
182.88,79.83219199999999
187.96,73.028312
187.96,71.213944
182.88,78.925008
182.88,77.11064
175.26,71.213944
190.5,82.100152
180.34,73.028312
182.88,79.83219199999999
185.42,88.904032
185.42,83.007336
175.26,74.84268
175.26,74.84268
177.8,63.956472
180.34,66.224432
167.64,62.142103999999996
180.34,74.84268
190.5,81.192968
177.8,78.017824
170.18,67.131616
170.18,68.945984
177.8,76.203456
187.96,79.83219199999999
177.8,71.213944
185.42,79.83219199999999
185.42,79.83219199999999
185.42,78.017824
190.5,87.089664
175.26,73.028312
170.18,68.0388
177.8,64.863656
182.88,79.83219199999999
200.66,98.883056
187.96,86.18248
185.42,73.935496
187.96,81.192968
190.5,82.100152
190.5,81.192968
195.58,83.91452
185.42,81.192968
180.34,76.203456
182.88,76.203456
185.42,87.089664
177.8,72.121128
175.26,71.213944
180.34,73.028312
187.96,82.100152
187.96,78.925008
187.96,86.18248
177.8,73.028312
185.42,79.83219199999999
198.12,83.91452
180.34,74.84268
182.88,79.83219199999999
180.34,73.935496
182.88,71.213944
185.42,78.925008
185.42,76.203456
193.04,83.91452
175.26,71.213944
187.96,78.925008
170.18,67.131616
175.26,68.945984
175.26,68.0388
180.34,76.203456
177.8,79.83219199999999
185.42,81.192968
170.18,63.956472
182.88,82.100152
182.88,83.007336
190.5,84.821704
170.18,72.121128
180.34,71.213944
177.8,71.213944
180.34,81.192968
187.96,76.203456
175.26,69.853168
187.96,78.017824
177.8,69.853168
175.26,66.224432
177.8,78.925008
182.88,79.83219199999999
175.26,69.853168
190.5,83.007336
175.26,76.203456
193.04,83.007336
177.8,78.017824
187.96,78.017824
175.26,64.863656
182.88,83.91452
182.88,79.83219199999999
172.72,68.0388
182.88,78.925008
185.42,78.925008
180.34,72.121128
185.42,83.91452
177.8,69.853168
182.88,73.935496
170.18,62.142103999999996
180.34,66.224432
182.88,81.192968
185.42,79.83219199999999
177.8,73.028312
182.88,87.996848
177.8,73.028312
187.96,86.18248
180.34,74.84268
177.8,76.203456
180.34,67.131616
177.8,69.853168
170.18,67.131616
172.72,68.0388
182.88,72.121128
175.26,69.853168
177.8,71.213944
187.96,79.83219199999999
175.26,69.853168
180.34,69.853168
170.18,63.049288
193.04,87.996848
182.88,73.028312
193.04,86.18248
175.26,68.945984
187.96,89.811216
182.88,86.18248
175.26,68.945984
177.8,71.213944
175.26,72.121128
175.26,68.945984
170.18,68.945984
177.8,81.192968
180.34,83.91452
175.26,76.203456
177.8,69.853168
187.96,84.821704
167.64,64.863656
172.72,69.853168
175.26,73.935496
185.42,78.925008
180.34,76.203456
175.26,74.84268
185.42,83.91452
185.42,74.84268
185.42,84.821704
180.34,76.203456
185.42,79.83219199999999
175.26,71.213944
177.8,83.007336
180.34,73.028312
177.8,67.131616
182.88,79.83219199999999
